version,name,label,window,start,end,entry_session,max_allocation,target_atr_pct,return_pct,max_dd_pct,sharpe,closed_trades,win_rate_pct,avg_allocation,median_allocation,max_allocation_used,avg_estimated_stop_loss_pct,take_profit,stop_loss,indicator_exit,signal_bars,non_regular_signal_bars,regular_entry_trades,notes
D14,extended_day_dynamic_target125bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.25%,1M,2026-05-18 08:00:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.25,6.81,-23.35,2.02,3,66.67,1.607,1.603,1.735,11.25,2,1,0,67,1,3,验证放开完整 extended day 后动态降仓能否控制回撤。
D15,extended_day_dynamic_target150bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,1M,2026-05-18 08:00:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,1.5,8.16,-26.78,2.15,3,66.67,1.901,1.923,2.0,13.32,2,1,0,67,1,3,验证放开完整 extended day 后动态降仓能否控制回撤。
D16,extended_day_dynamic_target150bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,1M,2026-05-18 08:00:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.5,7.4,-27.56,2.01,3,66.67,1.929,1.923,2.082,13.5,2,1,0,67,1,3,验证放开完整 extended day 后动态降仓能否控制回撤。
D17,extended_day_dynamic_target200bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 2%,1M,2026-05-18 08:00:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,2.0,9.01,-28.16,2.25,3,66.67,2.0,2.0,2.0,14.06,2,1,0,67,1,3,验证放开完整 extended day 后动态降仓能否控制回撤。
D18,extended_day_dynamic_target200bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 2%,1M,2026-05-18 08:00:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,2.0,7.77,-35.52,1.98,3,66.67,2.572,2.564,2.776,18.0,2,1,0,67,1,3,验证放开完整 extended day 后动态降仓能否控制回撤。
D1,regular_dynamic_target125bps_max2,常规盘动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,1.25,58.6,-23.35,4.16,9,77.78,1.857,1.953,2.0,10.75,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D2,regular_dynamic_target125bps_max3,常规盘动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,1.25,65.44,-23.35,4.36,9,77.78,1.957,1.953,2.328,11.25,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D3,regular_dynamic_target150bps_max2,常规盘动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,1.5,60.69,-26.78,4.04,9,77.78,1.967,2.0,2.0,11.52,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D4,regular_dynamic_target150bps_max3,常规盘动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,1.5,79.44,-27.56,4.36,9,77.78,2.348,2.343,2.794,13.5,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D5,regular_dynamic_target200bps_max2,常规盘动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,2.0,61.95,-28.16,4.03,9,77.78,2.0,2.0,2.0,11.76,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D6,regular_dynamic_target200bps_max3,常规盘动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,2.0,88.73,-35.52,4.08,9,77.78,2.857,3.0,3.0,16.61,7,2,0,163,0,9,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D7,premarket_regular_dynamic_target125bps_max2,盘前 + 常规盘动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,1.25,58.6,-23.35,4.16,9,77.78,1.857,1.953,2.0,10.75,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D8,premarket_regular_dynamic_target125bps_max3,盘前 + 常规盘动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,1.25,65.44,-23.35,4.36,9,77.78,1.957,1.953,2.328,11.25,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D9,premarket_regular_dynamic_target150bps_max2,盘前 + 常规盘动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,1.5,60.69,-26.78,4.04,9,77.78,1.967,2.0,2.0,11.52,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D10,premarket_regular_dynamic_target150bps_max3,盘前 + 常规盘动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,1.5,79.44,-27.56,4.36,9,77.78,2.348,2.343,2.794,13.5,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D11,premarket_regular_dynamic_target200bps_max2,盘前 + 常规盘动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,2.0,61.95,-28.16,4.03,9,77.78,2.0,2.0,2.0,11.76,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D12,premarket_regular_dynamic_target200bps_max3,盘前 + 常规盘动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,2.0,88.73,-35.52,4.08,9,77.78,2.857,3.0,3.0,16.61,7,2,0,164,1,9,验证盘前信号在动态降仓后是否仍拖累。
D13,extended_day_dynamic_target125bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,1.25,58.6,-23.35,4.16,9,77.78,1.857,1.953,2.0,10.75,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D14,extended_day_dynamic_target125bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.25%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.25,65.44,-23.35,4.36,9,77.78,1.957,1.953,2.328,11.25,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D15,extended_day_dynamic_target150bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,1.5,60.69,-26.78,4.04,9,77.78,1.967,2.0,2.0,11.52,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D16,extended_day_dynamic_target150bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.5,79.44,-27.56,4.36,9,77.78,2.348,2.343,2.794,13.5,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D17,extended_day_dynamic_target200bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,2.0,61.95,-28.16,4.03,9,77.78,2.0,2.0,2.0,11.76,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D18,extended_day_dynamic_target200bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 2%,3M,2026-03-18 23:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,2.0,88.73,-35.52,4.08,9,77.78,2.857,3.0,3.0,16.61,7,2,0,164,1,9,验证放开完整 extended day 后动态降仓能否控制回撤。
D1,regular_dynamic_target125bps_max2,常规盘动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,1.25,397.83,-26.48,4.97,29,82.76,1.938,2.0,2.0,9.32,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D2,regular_dynamic_target125bps_max3,常规盘动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,1.25,610.92,-27.98,5.44,29,82.76,2.367,2.268,3.0,10.97,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D3,regular_dynamic_target150bps_max2,常规盘动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,1.5,411.61,-27.18,4.85,29,82.76,1.99,2.0,2.0,9.67,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D4,regular_dynamic_target150bps_max3,常规盘动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,1.5,771.55,-32.85,5.25,29,82.76,2.65,2.722,3.0,12.49,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D5,regular_dynamic_target200bps_max2,常规盘动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,2.0,2.0,415.63,-28.16,4.82,29,82.76,2.0,2.0,2.0,9.75,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D6,regular_dynamic_target200bps_max3,常规盘动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,09:30-16:00 ET weekdays,3.0,2.0,891.51,-38.63,4.88,29,82.76,2.947,3.0,3.0,14.25,24,5,0,457,0,29,Polygon 无 overnight，因此主线动态版本按 regular-only 验证。
D7,premarket_regular_dynamic_target125bps_max2,盘前 + 常规盘动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,1.25,266.15,-26.48,3.99,33,72.73,1.925,2.0,2.0,9.28,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D8,premarket_regular_dynamic_target125bps_max3,盘前 + 常规盘动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,1.25,377.91,-27.98,4.33,33,72.73,2.364,2.273,3.0,10.95,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D9,premarket_regular_dynamic_target150bps_max2,盘前 + 常规盘动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,1.5,271.18,-27.18,3.83,33,72.73,1.979,2.0,2.0,9.65,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D10,premarket_regular_dynamic_target150bps_max3,盘前 + 常规盘动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,1.5,458.49,-32.85,4.2,33,72.73,2.644,2.727,3.0,12.46,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D11,premarket_regular_dynamic_target200bps_max2,盘前 + 常规盘动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,2.0,2.0,265.8,-28.16,3.68,33,72.73,2.0,2.0,2.0,9.82,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D12,premarket_regular_dynamic_target200bps_max3,盘前 + 常规盘动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-16:00 ET weekdays,3.0,2.0,514.53,-38.63,3.9,33,72.73,2.927,3.0,3.0,14.17,24,8,1,466,9,29,验证盘前信号在动态降仓后是否仍拖累。
D13,extended_day_dynamic_target125bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,1.25,236.05,-27.28,3.73,34,70.59,1.928,2.0,2.0,9.23,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
D14,extended_day_dynamic_target125bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.25%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.25,322.06,-33.4,3.99,34,70.59,2.379,2.301,3.0,10.96,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
D15,extended_day_dynamic_target150bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,1.5,240.66,-27.97,3.6,34,70.59,1.98,2.0,2.0,9.6,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
D16,extended_day_dynamic_target150bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 1.5%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,1.5,390.16,-36.47,3.9,34,70.59,2.654,2.761,3.0,12.44,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
D17,extended_day_dynamic_target200bps_max2,盘前 + 常规盘 + 盘后动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,2.0,2.0,235.73,-28.16,3.46,34,70.59,2.0,2.0,2.0,9.76,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
D18,extended_day_dynamic_target200bps_max3,盘前 + 常规盘 + 盘后动态杠杆 target 2%,ALL,2025-07-24 15:45:00+00:00,2026-06-16 23:45:00+00:00,04:00-20:00 ET weekdays,3.0,2.0,439.35,-40.21,3.66,34,70.59,2.929,3.0,3.0,14.1,24,9,1,467,10,29,验证放开完整 extended day 后动态降仓能否控制回撤。
